match_id,match_date,player,wickets_taken,runs_conceded,overs_bowled,economy_rate,bowling_strike_rate,dot_ball_pct
1428462,2024-07-03,A Dananjaya,0,82,6.0,13.67,999.0,0.44
1428462,2024-07-03,N Thushara,4,72,8.0,9.0,12.0,0.58
1428462,2024-07-03,AM Fernando,0,82,8.0,10.25,999.0,0.29
1428462,2024-07-03,C Wickramasinghe,0,40,2.0,20.0,999.0,0.0
1428462,2024-07-03,V Viyaskanth,0,40,4.33,9.23,999.0,0.31
1428463,2024-07-03,NLTC Perera,0,32,2.0,16.0,999.0,0.33
1428463,2024-07-03,DN Wellalage,0,54,8.0,6.75,999.0,0.38
1428463,2024-07-03,M Pathirana,2,76,8.0,9.5,24.0,0.5
1428463,2024-07-03,M Theekshana,4,40,8.0,5.0,12.0,0.54
1428463,2024-07-03,B Fernando,6,46,8.0,5.75,8.0,0.62
1428463,2024-07-03,I Udana,4,68,8.0,8.5,12.0,0.42
1428463,2024-07-03,C Karunaratne,0,74,4.0,18.5,999.0,0.17
1428464,2024-07-05,AM Fernando,0,80,8.0,10.0,999.0,0.38
1428464,2024-07-05,PM Liyanagamage,2,72,8.0,9.0,24.0,0.62
1428464,2024-07-05,KIC Asalanka,0,32,4.0,8.0,999.0,0.5
1428464,2024-07-05,M Theekshana,2,58,8.0,7.25,24.0,0.38
1428464,2024-07-05,J Liyanage,0,22,2.0,11.0,999.0,0.33
1428464,2024-07-05,I Udana,2,86,8.0,10.75,24.0,0.29
1428464,2024-07-05,V Viyaskanth,0,38,4.0,9.5,999.0,0.17
1428465,2024-07-06,PVD Chameera,6,80,8.0,10.0,8.0,0.38
1428465,2024-07-06,MD Shanaka,2,40,6.0,6.67,18.0,0.44
1428465,2024-07-06,NLTC Perera,2,36,4.0,9.0,12.0,0.58
1428465,2024-07-06,DN Wellalage,0,86,6.0,14.33,999.0,0.39
1428465,2024-07-06,PC de Silva,2,96,8.0,12.0,24.0,0.21
1428465,2024-07-06,M Pathirana,8,54,8.0,6.75,6.0,0.62
1428465,2024-07-06,PWH de Silva,4,74,8.0,9.25,12.0,0.25
1428465,2024-07-06,AD Mathews,0,14,2.0,7.0,999.0,0.67
1428466,2024-07-06,D Madushanka,0,80,8.0,10.0,999.0,0.29
1428466,2024-07-06,PM Liyanagamage,4,98,8.0,12.25,12.0,0.46
1428466,2024-07-06,MADI Hemantha,2,76,8.0,9.5,24.0,0.25
1428466,2024-07-06,N Thushara,2,106,8.33,12.72,25.0,0.4
1428466,2024-07-06,AM Fernando,4,56,8.0,7.0,12.0,0.54
1428466,2024-07-06,C Wickramasinghe,2,22,2.0,11.0,6.0,0.17
1428467,2024-07-07,PADLR Sandakan,2,92,8.0,11.5,24.0,0.29
1428467,2024-07-07,PVD Chameera,0,86,8.0,10.75,999.0,0.25
1428467,2024-07-07,MD Shanaka,0,38,2.33,16.29,999.0,0.86
1428467,2024-07-07,M Theekshana,2,64,8.0,8.0,24.0,0.25
1428467,2024-07-07,PWH de Silva,2,72,8.0,9.0,24.0,0.46
1428467,2024-07-07,J Liyanage,0,34,4.0,8.5,999.0,0.42
1428467,2024-07-07,I Udana,6,62,8.0,7.75,8.0,0.5
1428468,2024-07-07,D Madushanka,0,58,6.0,9.67,999.0,0.33
1428468,2024-07-07,N Pradeep,4,84,8.0,10.5,12.0,0.33
1428468,2024-07-07,NLTC Perera,0,20,2.0,10.0,999.0,0.33
1428468,2024-07-07,DN Wellalage,0,26,2.0,13.0,999.0,0.0
1428468,2024-07-07,M Pathirana,0,98,7.67,12.78,999.0,0.3
1428468,2024-07-07,MADI Hemantha,2,44,6.0,7.33,18.0,0.33
1428468,2024-07-07,B Fernando,0,52,8.0,6.5,999.0,0.29
1428468,2024-07-07,C Wickramasinghe,0,38,4.33,8.77,999.0,0.38
1428468,2024-07-07,C Karunaratne,0,18,2.0,9.0,999.0,0.33
1428469,2024-07-09,PVD Chameera,4,88,8.0,11.0,12.0,0.25
1428469,2024-07-09,MD Shanaka,6,80,8.0,10.0,8.0,0.58
1428469,2024-07-09,PM Liyanagamage,2,68,6.0,11.33,18.0,0.72
1428469,2024-07-09,RTM Mendis,4,56,6.0,9.33,9.0,0.22
1428469,2024-07-09,KIC Asalanka,0,32,2.0,16.0,999.0,0.17
1428469,2024-07-09,PWH de Silva,0,80,8.0,10.0,999.0,0.17
1428469,2024-07-09,PHKD Mendis,0,50,4.0,12.5,999.0,0.25
1428469,2024-07-09,AM Fernando,0,70,6.67,10.5,999.0,0.35
1428470,2024-07-09,D Madushanka,2,42,8.0,5.25,24.0,0.62
1428470,2024-07-09,N Pradeep,2,64,8.0,8.0,24.0,0.21
1428470,2024-07-09,MADI Hemantha,6,66,8.0,8.25,8.0,0.38
1428470,2024-07-09,M Theekshana,2,58,8.0,7.25,24.0,0.33
1428470,2024-07-09,N Thushara,6,74,8.0,9.25,8.0,0.71
1428470,2024-07-09,J Liyanage,0,36,2.0,18.0,999.0,0.0
1428470,2024-07-09,C Wickramasinghe,4,2,1.33,1.5,2.0,0.75
1428470,2024-07-09,I Udana,4,32,6.0,5.33,9.0,0.56
1428471,2024-07-10,NLTC Perera,0,30,4.0,7.5,999.0,0.5
1428471,2024-07-10,PM Liyanagamage,4,82,8.33,9.84,12.5,0.28
1428471,2024-07-10,DN Wellalage,2,32,4.0,8.0,12.0,0.58
1428471,2024-07-10,M Pathirana,0,66,6.0,11.0,999.0,0.28
1428471,2024-07-10,B Fernando,0,70,7.0,10.0,999.0,0.19
1428471,2024-07-10,AM Fernando,4,76,8.33,9.12,12.5,0.32
1428471,2024-07-10,V Viyaskanth,0,44,4.0,11.0,999.0,0.25
1428471,2024-07-10,C Karunaratne,0,32,2.0,16.0,999.0,0.0
1428472,2024-07-10,MD Shanaka,0,32,4.0,8.0,999.0,0.33
1428472,2024-07-10,RTM Mendis,0,68,6.67,10.2,999.0,0.2
1428472,2024-07-10,CAK Rajitha,0,56,4.0,14.0,999.0,0.75
1428472,2024-07-10,M Theekshana,2,84,8.0,10.5,24.0,0.38
1428472,2024-07-10,PWH de Silva,2,60,8.0,7.5,24.0,0.33
1428472,2024-07-10,PHKD Mendis,0,78,8.0,9.75,999.0,0.25
1428472,2024-07-10,I Udana,2,88,8.0,11.0,24.0,0.33
1428473,2024-07-13,AM Fernando,2,38,4.0,9.5,12.0,0.25
1428473,2024-07-13,AD Mathews,4,44,4.0,11.0,6.0,0.58
1428473,2024-07-13,MD Shanaka,2,52,4.0,13.0,12.0,0.33
1428473,2024-07-13,PWH de Silva,4,36,2.0,18.0,3.0,0.5
1428474,2024-07-14,D Madushanka,2,50,6.0,8.33,18.0,0.61
1428474,2024-07-14,N Pradeep,4,90,8.0,11.25,12.0,0.33
1428474,2024-07-14,MADI Hemantha,4,40,8.0,5.0,12.0,0.58
1428474,2024-07-14,M Theekshana,8,64,9.67,6.62,7.25,0.52
1428474,2024-07-14,N Thushara,2,92,9.33,9.86,28.0,0.29
1428474,2024-07-14,C Wickramasinghe,2,20,2.0,10.0,6.0,0.67
1428474,2024-07-14,I Udana,0,42,4.0,10.5,999.0,0.25
1428475,2024-07-14,NLTC Perera,2,32,4.0,8.0,12.0,0.5
1428475,2024-07-14,PM Liyanagamage,2,52,4.0,13.0,12.0,0.5
1428475,2024-07-14,DN Wellalage,0,46,8.0,5.75,999.0,0.5
1428475,2024-07-14,E Malinga,0,52,3.67,14.18,999.0,0.64
1428475,2024-07-14,M Pathirana,2,50,8.0,6.25,24.0,0.54
1428475,2024-07-14,B Fernando,4,48,8.0,6.0,12.0,0.5
1428475,2024-07-14,V Viyaskanth,0,40,4.0,10.0,999.0,0.42
1428476,2024-07-15,D Madushanka,0,86,8.0,10.75,999.0,0.42
1428476,2024-07-15,MD Shanaka,6,58,8.0,7.25,8.0,0.38
1428476,2024-07-15,PC de Silva,2,18,2.0,9.0,6.0,0.67
1428476,2024-07-15,RTM Mendis,0,50,8.0,6.25,999.0,0.38
1428476,2024-07-15,MADI Hemantha,6,28,8.0,3.5,8.0,0.54
1428476,2024-07-15,PWH de Silva,8,70,8.0,8.75,6.0,0.29
1428476,2024-07-15,PHKD Mendis,0,60,4.0,15.0,999.0,0.33
1428476,2024-07-15,N Thushara,0,72,8.0,9.0,999.0,0.29
1428476,2024-07-15,AD Mathews,0,16,2.0,8.0,999.0,0.67
1428476,2024-07-15,C Wickramasinghe,0,88,4.0,22.0,999.0,0.0
1428477,2024-07-15,NLTC Perera,0,38,4.0,9.5,999.0,0.42
1428477,2024-07-15,JDF Vandersay,0,52,8.0,6.5,999.0,0.58
1428477,2024-07-15,DN Wellalage,4,60,8.0,7.5,12.0,0.42
1428477,2024-07-15,M Pathirana,8,42,7.67,5.48,5.75,0.74
1428477,2024-07-15,M Theekshana,2,36,8.0,4.5,24.0,0.5
1428477,2024-07-15,B Fernando,2,54,8.0,6.75,24.0,0.54
1428477,2024-07-15,J Liyanage,0,12,2.0,6.0,999.0,0.17
1428477,2024-07-15,I Udana,2,106,8.33,12.72,25.0,0.4
1428478,2024-07-16,N Pradeep,6,40,4.33,9.23,4.33,0.54
1428478,2024-07-16,NLTC Perera,0,28,4.0,7.0,999.0,0.25
1428478,2024-07-16,DN Wellalage,4,36,4.0,9.0,6.0,0.5
1428478,2024-07-16,M Pathirana,4,52,8.0,6.5,12.0,0.46
1428478,2024-07-16,MADI Hemantha,2,4,2.0,2.0,6.0,0.83
1428478,2024-07-16,MNK Fernando,0,26,2.0,13.0,999.0,0.17
1428478,2024-07-16,A Dananjaya,2,36,8.0,4.5,24.0,0.58
1428478,2024-07-16,B Fernando,6,30,8.0,3.75,8.0,0.75
1428478,2024-07-16,N Thushara,0,34,4.0,8.5,999.0,0.42
1428478,2024-07-16,C Wickramasinghe,4,28,8.0,3.5,12.0,0.58
1428479,2024-07-18,AM Fernando,0,66,6.0,11.0,999.0,0.33
1428479,2024-07-18,DM de Silva,0,22,2.0,11.0,999.0,0.17
1428479,2024-07-18,I Udana,4,74,8.0,9.25,12.0,0.33
1428479,2024-07-18,M Theekshana,0,88,8.0,11.0,999.0,0.21
1428480,2024-07-18,MD Shanaka,2,68,8.0,8.5,24.0,0.42
1428480,2024-07-18,NLTC Perera,0,20,2.0,10.0,999.0,0.17
1428480,2024-07-18,DN Wellalage,0,30,3.33,9.0,999.0,0.3
1428480,2024-07-18,PC de Silva,0,64,8.0,8.0,999.0,0.29
1428480,2024-07-18,RTM Mendis,0,62,6.0,10.33,999.0,0.22
1428480,2024-07-18,M Pathirana,6,80,8.0,10.0,8.0,0.62
1428480,2024-07-18,PWH de Silva,4,42,8.0,5.25,12.0,0.33
1428480,2024-07-18,B Fernando,6,72,8.0,9.0,8.0,0.38
1428480,2024-07-18,AD Mathews,2,28,4.0,7.0,12.0,0.58
1428481,2024-07-20,AD Mathews,0,40,4.0,10.0,999.0,0.25
1428481,2024-07-20,MD Shanaka,0,72,6.0,12.0,999.0,0.39
1428481,2024-07-20,RTM Mendis,4,20,4.0,5.0,6.0,0.42
1428481,2024-07-20,DM de Silva,0,46,6.0,7.67,999.0,0.22
1428481,2024-07-20,PWH de Silva,2,82,8.0,10.25,24.0,0.17
1428481,2024-07-20,PHKD Mendis,0,18,2.0,9.0,999.0,0.33
1428481,2024-07-20,AM Fernando,0,88,8.0,11.0,999.0,0.38
1428481,2024-07-20,PC de Silva,4,44,8.0,5.5,12.0,0.42
1428481,2024-07-20,V Viyaskanth,6,60,8.0,7.5,8.0,0.38
1428482,2024-07-21,AM Fernando,6,70,8.0,8.75,8.0,0.38
1428482,2024-07-21,DM de Silva,0,28,4.0,7.0,999.0,0.17
1428482,2024-07-21,KIC Asalanka,0,70,4.0,17.5,999.0,0.25
1428482,2024-07-21,M Theekshana,0,68,8.0,8.5,999.0,0.25
1428482,2024-07-21,J Liyanage,0,60,4.0,15.0,999.0,0.17
1428482,2024-07-21,I Udana,0,86,6.0,14.33,999.0,0.22
1428482,2024-07-21,V Viyaskanth,0,78,6.0,13.0,999.0,0.28
1442987,2024-07-27,D Madushanka,1,45,3.0,15.0,18.0,0.28
1442987,2024-07-27,M Pathirana,4,40,4.0,10.0,6.0,0.5
1442987,2024-07-27,PWH de Silva,1,28,4.0,7.0,24.0,0.25
1442987,2024-07-27,M Theekshana,0,44,4.0,11.0,999.0,0.17
1442987,2024-07-27,PHKD Mendis,0,9,1.0,9.0,999.0,0.0
1442987,2024-07-27,AM Fernando,1,47,4.0,11.75,24.0,0.5
1442988,2024-07-28,PWH de Silva,1,34,2.0,17.0,12.0,0.17
1442988,2024-07-28,MD Shanaka,0,12,1.0,12.0,999.0,0.33
1442988,2024-07-28,M Pathirana,1,18,1.5,12.0,9.0,0.33
1442988,2024-07-28,M Theekshana,1,17,2.0,8.5,12.0,0.42
1442989,2024-07-30,RTM Mendis,1,26,3.0,8.67,18.0,0.39
1442989,2024-07-30,PWH de Silva,2,30,4.0,7.5,12.0,0.33
1442989,2024-07-30,M Theekshana,3,33,4.17,7.92,8.33,0.56
1442989,2024-07-30,PHKD Mendis,0,24,3.0,8.0,999.0,0.39
1442989,2024-07-30,AM Fernando,1,11,2.0,5.5,12.0,0.5
1442989,2024-07-30,C Wickramasinghe,1,17,4.0,4.25,24.0,0.5
1443543,2024-12-28,N Thushara,0,28,4.0,7.0,999.0,0.46
1443543,2024-12-28,M Pathirana,1,60,4.5,13.33,27.0,0.15
1443543,2024-12-28,PWH de Silva,2,33,4.0,8.25,12.0,0.29
1443543,2024-12-28,M Theekshana,2,29,4.0,7.25,12.0,0.33
1443543,2024-12-28,B Fernando,2,22,4.0,5.5,12.0,0.42
1443544,2024-12-30,N Thushara,1,26,4.0,6.5,24.0,0.5
1443544,2024-12-30,M Pathirana,1,38,4.0,9.5,24.0,0.42
1443544,2024-12-30,PWH de Silva,2,30,4.0,7.5,12.0,0.46
1443544,2024-12-30,M Theekshana,0,53,4.0,13.25,999.0,0.25
1443544,2024-12-30,B Fernando,0,39,4.0,9.75,999.0,0.33
1443545,2025-01-02,KIC Asalanka,3,50,4.0,12.5,8.0,0.29
1443545,2025-01-02,M Theekshana,0,34,3.0,11.33,999.0,0.28
1443545,2025-01-02,B Fernando,1,43,4.0,10.75,24.0,0.38
1443545,2025-01-02,N Thushara,1,35,4.17,8.4,25.0,0.52
1443545,2025-01-02,PWH de Silva,2,38,4.0,9.5,12.0,0.17
1443545,2025-01-02,C Wickramasinghe,0,11,1.0,11.0,999.0,0.17
1451814,2024-10-13,M Pathirana,2,28,3.17,8.84,9.5,0.53
1451814,2024-10-13,PWH de Silva,1,42,4.0,10.5,24.0,0.29
1451814,2024-10-13,M Theekshana,1,32,4.0,8.0,24.0,0.5
1451814,2024-10-13,PHKD Mendis,1,14,2.0,7.0,12.0,0.5
1451814,2024-10-13,AM Fernando,0,37,4.0,9.25,999.0,0.38
1451814,2024-10-13,C Wickramasinghe,0,27,2.0,13.5,999.0,0.5
1451815,2024-10-15,DN Wellalage,3,10,4.0,2.5,8.0,0.71
1451815,2024-10-15,M Pathirana,1,12,2.0,6.0,12.0,0.42
1451815,2024-10-15,KIC Asalanka,2,6,2.0,3.0,6.0,0.5
1451815,2024-10-15,PWH de Silva,2,33,3.0,11.0,9.0,0.33
1451815,2024-10-15,M Theekshana,2,9,3.17,2.84,9.5,0.63
1451815,2024-10-15,N Thushara,0,9,1.0,9.0,999.0,0.5
1451815,2024-10-15,PHKD Mendis,0,10,1.0,10.0,999.0,0.33
1451816,2024-10-17,DN Wellalage,0,40,4.0,10.0,999.0,0.5
1451816,2024-10-17,M Pathirana,1,17,2.0,8.5,12.0,0.67
1451816,2024-10-17,KIC Asalanka,1,14,2.0,7.0,12.0,0.42
1451816,2024-10-17,PWH de Silva,2,24,4.0,6.0,12.0,0.42
1451816,2024-10-17,M Theekshana,2,19,3.0,6.33,9.0,0.5
1451816,2024-10-17,N Thushara,1,27,2.0,13.5,12.0,0.33
1451816,2024-10-17,PHKD Mendis,1,21,3.0,7.0,18.0,0.44
1456441,2024-11-09,DN Wellalage,3,20,3.5,5.71,7.0,0.52
1456441,2024-11-09,M Pathirana,2,30,3.17,9.47,9.5,0.84
1456441,2024-11-09,KIC Asalanka,0,25,2.0,12.5,999.0,0.08
1456441,2024-11-09,PWH de Silva,2,21,4.0,5.25,12.0,0.5
1456441,2024-11-09,M Theekshana,1,25,4.0,6.25,24.0,0.38
1456441,2024-11-09,N Thushara,2,14,3.0,4.67,9.0,0.44
1456442,2024-11-10,DN Wellalage,0,31,4.0,7.75,999.0,0.46
1456442,2024-11-10,M Pathirana,3,14,4.0,3.5,8.0,0.71
1456442,2024-11-10,PWH de Silva,4,21,4.0,5.25,6.0,0.54
1456442,2024-11-10,M Theekshana,1,20,3.5,5.71,21.0,0.57
1456442,2024-11-10,N Thushara,2,22,4.0,5.5,12.0,0.58
1485508,2025-07-10,MD Shanaka,1,23,4.0,5.75,24.0,0.42
1485508,2025-07-10,JDF Vandersay,1,30,4.0,7.5,24.0,0.38
1485508,2025-07-10,M Theekshana,2,37,4.0,9.25,12.0,0.21
1485508,2025-07-10,B Fernando,0,22,3.0,7.33,999.0,0.33
1485508,2025-07-10,N Thushara,1,34,4.0,8.5,24.0,0.33
1485508,2025-07-10,C Karunaratne,0,8,1.0,8.0,999.0,0.33
1485509,2025-07-13,MD Shanaka,0,23,2.0,11.5,999.0,0.17
1485509,2025-07-13,JDF Vandersay,0,40,4.0,10.0,999.0,0.08
1485509,2025-07-13,M Theekshana,1,30,4.0,7.5,24.0,0.33
1485509,2025-07-13,B Fernando,3,31,4.0,7.75,8.0,0.29
1485509,2025-07-13,N Thushara,1,35,4.0,8.75,24.0,0.54
1485509,2025-07-13,C Karunaratne,0,18,2.0,9.0,999.0,0.17
1485510,2025-07-16,JDF Vandersay,0,29,4.0,7.25,999.0,0.46
1485510,2025-07-16,KIC Asalanka,0,16,1.0,16.0,999.0,0.17
1485510,2025-07-16,M Theekshana,0,30,3.5,8.57,999.0,0.19
1485510,2025-07-16,B Fernando,0,12,2.0,6.0,999.0,0.5
1485510,2025-07-16,N Thushara,1,25,3.0,8.33,18.0,0.28
1485510,2025-07-16,PHKD Mendis,1,21,3.0,7.0,18.0,0.22
1492823,2025-09-03,PVD Chameera,3,30,4.0,7.5,8.0,0.54
1492823,2025-09-03,MD Shanaka,0,14,2.0,7.0,999.0,0.25
1492823,2025-09-03,MADI Hemantha,1,28,4.0,7.0,24.0,0.29
1492823,2025-09-03,M Theekshana,1,41,4.0,10.25,24.0,0.42
1492823,2025-09-03,PHKD Mendis,0,15,2.0,7.5,999.0,0.33
1492823,2025-09-03,N Thushara,1,47,4.0,11.75,24.0,0.33
1492824,2025-09-06,PVD Chameera,3,19,4.0,4.75,8.0,0.62
1492824,2025-09-06,MADI Hemantha,0,23,3.33,6.9,999.0,0.35
1492824,2025-09-06,M Theekshana,1,28,4.0,7.0,24.0,0.38
1492824,2025-09-06,B Fernando,1,14,3.0,4.67,18.0,0.61
1492825,2025-09-07,PVD Chameera,2,34,4.0,8.5,12.0,0.42
1492825,2025-09-07,MD Shanaka,0,9,1.0,9.0,999.0,0.17
1492825,2025-09-07,M Pathirana,1,40,4.0,10.0,24.0,0.29
1492825,2025-09-07,MADI Hemantha,3,38,4.0,9.5,8.0,0.38
1492825,2025-09-07,KIC Asalanka,0,21,3.0,7.0,999.0,0.44
1492825,2025-09-07,B Fernando,1,49,4.17,11.76,25.0,0.48
1496924,2025-09-13,PVD Chameera,1,18,4.0,4.5,24.0,0.67
1496924,2025-09-13,MD Shanaka,0,27,3.0,9.0,999.0,0.33
1496924,2025-09-13,M Pathirana,0,42,4.0,10.5,999.0,0.25
1496924,2025-09-13,KIC Asalanka,0,7,1.0,7.0,999.0,0.17
1496924,2025-09-13,PWH de Silva,2,26,4.0,6.5,12.0,0.33
1496924,2025-09-13,N Thushara,1,19,4.0,4.75,24.0,0.54
1496927,2025-09-15,PVD Chameera,2,31,4.0,7.75,12.0,0.42
1496927,2025-09-15,MD Shanaka,1,5,1.0,5.0,6.0,0.17
1496927,2025-09-15,KIC Asalanka,0,22,3.0,7.33,999.0,0.22
1496927,2025-09-15,M Theekshana,0,23,4.0,5.75,999.0,0.62
1496927,2025-09-15,PWH de Silva,1,27,4.0,6.75,24.0,0.38
1496927,2025-09-15,N Thushara,0,41,4.17,9.84,999.0,0.32
1496932,2025-09-20,PVD Chameera,1,32,4.0,8.0,24.0,0.29
1496932,2025-09-20,MD Shanaka,2,21,2.83,7.41,8.5,0.18
1496932,2025-09-20,DN Wellalage,0,36,4.0,9.0,999.0,0.17
1496932,2025-09-20,PWH de Silva,2,22,4.0,5.5,12.0,0.42
1496932,2025-09-20,PHKD Mendis,0,16,1.0,16.0,999.0,0.33
1496932,2025-09-20,N Thushara,1,42,4.0,10.5,24.0,0.33
1496934,2025-09-23,PVD Chameera,1,31,4.0,7.75,24.0,0.62
1496934,2025-09-23,KIC Asalanka,0,11,2.0,5.5,999.0,0.33
1496934,2025-09-23,M Theekshana,2,29,4.0,7.25,12.0,0.38
1496934,2025-09-23,PWH de Silva,2,27,4.0,6.75,12.0,0.42
1496934,2025-09-23,N Thushara,0,29,3.0,9.67,999.0,0.33
1496934,2025-09-23,C Karunaratne,0,11,1.0,11.0,999.0,0.5
1496937,2025-09-26,PVD Chameera,1,41,4.0,10.25,24.0,0.42
1496937,2025-09-26,MD Shanaka,1,23,2.17,10.62,13.0,0.31
1496937,2025-09-26,KIC Asalanka,1,19,2.0,9.5,12.0,0.25
1496937,2025-09-26,M Theekshana,1,38,4.0,9.5,24.0,0.29
1496937,2025-09-26,PWH de Silva,1,40,4.17,9.6,25.0,0.12
1496937,2025-09-26,N Thushara,0,44,4.17,10.56,999.0,0.36
1502049,2025-11-20,PVD Chameera,1,29,4.0,7.25,24.0,0.38
1502049,2025-11-20,MD Shanaka,0,13,1.17,11.14,999.0,0.0
1502049,2025-11-20,E Malinga,2,28,4.0,7.0,12.0,0.42
1502049,2025-11-20,M Theekshana,1,30,4.0,7.5,24.0,0.42
1502049,2025-11-20,PWH de Silva,3,32,4.0,8.0,8.0,0.29
1502049,2025-11-20,N Thushara,0,30,3.0,10.0,999.0,0.33
1502050,2025-11-22,PVD Chameera,2,29,3.0,9.67,9.0,0.28
1502050,2025-11-22,MD Shanaka,1,14,2.0,7.0,12.0,0.5
1502050,2025-11-22,E Malinga,0,32,2.5,12.8,999.0,0.67
1502050,2025-11-22,PWH de Silva,0,28,4.0,7.0,999.0,0.38
1502050,2025-11-22,V Viyaskanth,0,28,4.0,7.0,999.0,0.38
1502052,2025-11-25,PVD Chameera,0,28,4.0,7.0,999.0,0.58
1502052,2025-11-25,MD Shanaka,1,37,4.0,9.25,24.0,0.33
1502052,2025-11-25,E Malinga,0,34,4.17,8.16,999.0,0.48
1502052,2025-11-25,PWH de Silva,2,24,4.0,6.0,12.0,0.62
1502052,2025-11-25,M Theekshana,2,23,4.0,5.75,12.0,0.42
1502053,2025-11-27,PVD Chameera,4,20,4.0,5.0,6.0,0.54
1502053,2025-11-27,MD Shanaka,0,32,4.0,8.0,999.0,0.33
1502053,2025-11-27,E Malinga,2,54,4.0,13.5,12.0,0.5
1502053,2025-11-27,PWH de Silva,1,30,4.0,7.5,24.0,0.46
1502053,2025-11-27,M Theekshana,0,42,4.0,10.5,999.0,0.29
1502054,2025-11-29,PVD Chameera,0,21,3.67,5.73,999.0,0.45
1502054,2025-11-29,MD Shanaka,0,7,1.0,7.0,999.0,0.33
1502054,2025-11-29,E Malinga,1,16,3.0,5.33,18.0,0.5
1502054,2025-11-29,P Rathnayake,2,11,2.0,5.5,6.0,0.33
1502054,2025-11-29,M Theekshana,0,22,4.0,5.5,999.0,0.5
1502054,2025-11-29,PWH de Silva,1,31,4.0,7.75,24.0,0.38
1502054,2025-11-29,K Mishara,0,10,1.0,10.0,999.0,0.0
1507719,2026-01-30,MD Shanaka,1,12,2.0,6.0,12.0,0.33
1507719,2026-01-30,E Malinga,2,24,2.0,12.0,6.0,0.33
1507719,2026-01-30,M Pathirana,1,22,4.0,5.5,24.0,0.79
1507719,2026-01-30,PWH de Silva,0,36,4.0,9.0,999.0,0.25
1507719,2026-01-30,M Theekshana,0,31,3.0,10.33,999.0,0.33
1507720,2026-02-01,MD Shanaka,1,24,3.0,8.0,18.0,0.39
1507720,2026-02-01,DN Wellalage,1,34,3.0,11.33,18.0,0.39
1507720,2026-02-01,E Malinga,0,6,1.5,4.0,999.0,0.56
1507720,2026-02-01,M Pathirana,2,47,4.0,11.75,12.0,0.33
1507720,2026-02-01,PWH de Silva,0,44,4.0,11.0,999.0,0.25
1507720,2026-02-01,J Liyanage,0,18,1.33,13.5,999.0,0.25
1507721,2026-02-03,PVD Chameera,5,24,4.0,6.0,4.8,0.5
1507721,2026-02-03,MD Shanaka,0,23,3.0,7.67,999.0,0.39
1507721,2026-02-03,DN Wellalage,1,28,4.0,7.0,24.0,0.38
1507721,2026-02-03,M Pathirana,2,27,4.0,6.75,12.0,0.42
1507721,2026-02-03,M Theekshana,1,17,4.0,4.25,24.0,0.5
1507721,2026-02-03,PHKD Mendis,0,9,1.0,9.0,999.0,0.17
1512724,2026-02-08,PVD Chameera,1,25,3.0,8.33,18.0,0.44
1512724,2026-02-08,MD Shanaka,0,12,2.0,6.0,999.0,0.25
1512724,2026-02-08,DN Wellalage,1,29,4.0,7.25,24.0,0.42
1512724,2026-02-08,M Pathirana,2,28,2.83,9.88,8.5,0.41
1512724,2026-02-08,PWH de Silva,3,25,4.0,6.25,8.0,0.29
1512724,2026-02-08,M Theekshana,3,24,4.0,6.0,8.0,0.42
1512734,2026-02-12,PVD Chameera,2,19,2.0,9.5,6.0,0.58
1512734,2026-02-12,MD Shanaka,0,7,1.0,7.0,999.0,0.5
1512734,2026-02-12,DN Wellalage,1,17,4.0,4.25,24.0,0.46
1512734,2026-02-12,M Pathirana,0,11,3.0,3.67,999.0,0.67
1512734,2026-02-12,MADI Hemantha,1,45,4.0,11.25,24.0,0.33
1512734,2026-02-12,M Theekshana,2,11,4.0,2.75,12.0,0.58
1512734,2026-02-12,PHKD Mendis,1,10,2.17,4.62,13.0,0.54
1512748,2026-02-16,PVD Chameera,2,36,4.17,8.64,12.5,0.36
1512748,2026-02-16,MD Shanaka,0,16,1.33,12.0,999.0,0.38
1512748,2026-02-16,DN Wellalage,1,33,4.0,8.25,24.0,0.29
1512748,2026-02-16,M Pathirana,0,3,0.67,4.5,999.0,0.75
1512748,2026-02-16,MADI Hemantha,3,37,4.0,9.25,8.0,0.38
1512748,2026-02-16,M Theekshana,1,37,4.0,9.25,24.0,0.5
1512748,2026-02-16,PHKD Mendis,1,19,2.0,9.5,12.0,0.25
1512756,2026-02-19,D Madushanka,0,22,3.0,7.33,999.0,0.44
1512756,2026-02-19,MD Shanaka,1,27,3.0,9.0,18.0,0.28
1512756,2026-02-19,PM Liyanagamage,0,23,2.0,11.5,999.0,0.58
1512756,2026-02-19,DN Wellalage,1,27,4.0,6.75,24.0,0.29
1512756,2026-02-19,MADI Hemantha,2,36,4.0,9.0,12.0,0.29
1512756,2026-02-19,M Theekshana,0,47,3.5,13.43,999.0,0.33
1514480,2026-01-07,PVD Chameera,1,39,4.0,9.75,24.0,0.42
1514480,2026-01-07,DM de Silva,1,4,2.0,2.0,12.0,0.67
1514480,2026-01-07,KIC Asalanka,0,7,0.67,10.5,999.0,0.25
1514480,2026-01-07,M Theekshana,1,31,4.0,7.75,24.0,0.38
1514480,2026-01-07,PWH de Silva,1,17,4.0,4.25,24.0,0.46
1514480,2026-01-07,N Thushara,0,31,2.0,15.5,999.0,0.25
1514482,2026-01-11,E Malinga,1,27,2.0,13.5,12.0,0.92
1514482,2026-01-11,DM de Silva,0,23,2.0,11.5,999.0,0.17
